A100,V100,Valid Plans,Money Cost,Wall Clock Time,Depth,Latency,TP/DP Strategy,PP Degree
80,48,66,524.5435616,581.8633328,4,687.122345,16-Aug,1
81,47,77,527.1323562,570.2942799,4,718.1167603,16-Aug,1
82,46,87,529.7211507,570.2942799,4,715.0173187,16-Aug,1
83,45,86,532.3099452,570.2942799,4,717.1630859,16-Aug,1
84,44,86,534.8987397,570.2942799,4,714.0636444,16-Aug,1
85,43,78,537.4875342,570.2942799,4,710.9642029,16-Aug,1
86,42,74,540.0763288,570.2942799,4,716.9246674,16-Aug,1
87,41,71,542.6651233,421.470232,0,1208.06694,64-1_64-1,2
88,40,83,545.2539178,421.470232,0,1157.999039,64-1_64-1,2
89,39,76,547.8427123,487.4699459,3,1405.000687,16-4_32-2,2
90,38,70,550.4315068,552.3711637,1,1016.139984,32-2_64-1,2
91,37,68,553.0203014,552.3711637,1,1489.877701,32-2_64-1,2
92,36,70,555.6090959,552.3711637,1,1536.607742,32-2_64-1,2
93,35,70,558.1978904,552.3711637,1,1482.009888,32-2_64-1,2
94,34,70,560.7866849,552.3711637,1,1548.051834,32-2_64-1,2
95,33,69,563.3754795,552.3711637,1,1541.852951,32-2_64-1,2
96,32,69,565.964274,570.2942799,4,686.1686707,16-Aug,1
97,31,91,568.5530685,509.3086253,4,708.8184357,16-Aug,1
98,30,85,571.141863,578.788739,3,750.0648499,16-8,1
99,29,77,573.7306575,578.788739,3,735.0444794,16-8,1
100,28,73,576.3194521,524.8223499,1,1075.029373,32-2_64-1,2
101,27,70,578.9082466,524.8223499,1,1673.936844,32-2_64-1,2
102,26,70,581.4970411,524.8223499,1,1517.057419,32-2_64-1,2
103,25,70,584.0858356,524.8223499,1,1596.927643,32-2_64-1,2
104,24,71,586.6746301,524.8223499,1,1430.988312,32-2_64-1,2
105,23,71,589.2634247,536.2643297,3,736.951828,16-8,1
106,22,71,591.8522192,536.2643297,3,749.1111755,16-8,1
107,21,70,594.4410137,536.2643297,3,746.011734,16-8,1
108,20,70,597.0298082,536.2643297,3,868.0820465,16-8,1
109,19,71,599.6186027,536.2643297,3,738.1439209,16-8,1
110,18,72,602.2073973,536.2643297,3,742.1970367,16-8,1
111,17,72,604.7961918,536.2643297,3,964.1647339,16-8,1
112,16,71,607.3849863,536.2643297,3,709.0568542,16-8,1
113,15,70,609.9737808,585.8597191,1,1555.919647,32-2_64-1,2
114,14,72,612.5625753,522.8351331,0,1098.871231,64-1_64-1,2
115,13,74,615.1513699,522.8351331,0,1198.768616,64-1_64-1,2
116,12,74,617.7401644,522.8351331,0,1217.126846,64-1_64-1,2
117,11,72,620.3289589,522.8351331,0,1166.10527,64-1_64-1,2
118,10,73,622.9177534,522.8351331,0,1163.005829,64-1_64-1,2
119,9,73,625.5065479,522.8351331,0,1213.788986,64-1_64-1,2
120,8,77,628.0953425,522.8351331,0,1100.063324,64-1_64-1,2
121,7,74,630.684137,522.8351331,0,1070.976257,64-1_64-1,2
122,6,73,633.2729315,522.8351331,0,1089.096069,64-1_64-1,2
123,5,69,635.861726,604.9203525,4,705.242157,16-Aug,1
124,4,68,638.4505205,604.9203525,4,781.7745209,16-Aug,1
125,3,68,641.0393151,604.9203525,4,701.9042969,16-Aug,1
126,2,68,643.6281096,604.9203525,4,695.9438324,16-Aug,1
127,1,66,646.2169041,604.9203525,4,719.7856903,16-Aug,1
128,0,32,648.8056986,386.8276472,0,380.0392151,128-1,1
