A100,V100,Valid Plans,Money Cost,Wall Clock Time,Depth,Latency,TP/DP Strategy,PP Degree
111,17,72,604.7961918,324.82044269761536,3,964.1647339,16-8,1
112,16,71,607.3849863,644.3851964127189,3,709.0568542,16-8,1
113,15,70,609.9737808,461.5970873598747,1,1555.919647,32-2_64-1,2
114,14,72,612.5625753,357.01842398509734,0,1098.871231,64-1_64-1,2
115,13,74,615.1513699,500.4514401029672,0,1198.768616,64-1_64-1,2
116,12,74,617.7401644,306.33071012684536,0,1217.126846,64-1_64-1,2
117,11,72,620.3289589,407.04820979923346,0,1166.10527,64-1_64-1,2
118,10,73,622.9177534,272.3180741363048,0,1163.005829,64-1_64-1,2
119,9,73,625.5065479,933.7260636493023,0,1213.788986,64-1_64-1,2
120,8,77,628.0953425,530.209942655487,0,1100.063324,64-1_64-1,2
121,7,74,630.684137,376.49870145809257,0,1070.976257,64-1_64-1,2
122,6,73,633.2729315,567.5856191437813,0,1089.096069,64-1_64-1,2
123,5,69,635.861726,577.7405431341543,4,705.242157,16-Aug,1
124,4,68,638.4505205,551.4527492834316,4,781.7745209,16-Aug,1
125,3,68,641.0393151,753.5291271736123,4,701.9042969,16-Aug,1
126,2,68,643.6281096,788.2130848933134,4,695.9438324,16-Aug,1
127,1,66,646.2169041,476.55597601431407,4,719.7856903,16-Aug,1
128,0,32,648.8056986,297.73068110263,0,380.0392151,128-1,1
